loan_id,user_id,requested_at,approved_at,disbursed_at,due_date,repaid_at,amount,fee,tip_amount,instant_transfer_fee,status,late_days,chargeoff_flag,autopay_enrolled,principal_repaid,writeoff_amount,price_variant,tip_variant
L6893-3,6893,2025-06-20T00:00:00,2025-06-20 19:25:08.081182,2025-06-20 23:44:49.452843,2025-07-04,2025-07-04T23:44:49.452843,65.48,0.0,0.0,0.0,repaid,0,0,1,65.48,0.0,A,control
L6893-4,6893,2025-05-09T00:00:00,2025-05-09 05:25:33.470835,2025-05-09 05:28:09.863694,2025-05-23,2025-05-23T05:28:09.863694,262.83,0.0,0.0,0.0,repaid,0,0,1,262.83,0.0,A,control
L6894-1,6894,2025-05-28T00:00:00,2025-05-28 17:51:02.361215,2025-05-29 19:47:12.374862,2025-06-12,,124.27,0.0,0.0,0.0,default,19,1,0,0.0,79.53,A,control
L6895-1,6895,2025-06-11T00:00:00,2025-06-11 02:57:39.623921,2025-06-11 11:54:26.008987,2025-06-25,2025-06-26T11:54:26.008987,201.27,0.0,0.0,0.0,repaid,1,0,1,201.27,0.0,A,persuasive
L6896-1,6896,2025-05-23T00:00:00,,,,,251.9,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,persuasive
L6897-1,6897,2025-07-23T00:00:00,2025-07-23 09:57:23.157905,2025-07-24 00:20:30.536992,2025-08-07,2025-08-07T00:20:30.536992,73.61,0.0,0.0,0.0,repaid,0,0,1,73.61,0.0,A,control
L6899-1,6899,2025-06-16T00:00:00,,,,,350.0,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,control
L6901-1,6901,2025-04-24T00:00:00,2025-04-24 15:11:45.933436,2025-04-25 02:31:46.615925,2025-05-09,2025-05-13T02:31:46.615925,161.15,0.0,0.0,0.0,repaid,4,0,1,161.15,0.0,A,persuasive
L6901-3,6901,2025-07-11T00:00:00,2025-07-11 05:16:11.836537,2025-07-11 12:46:54.128272,2025-07-25,,232.9,0.0,0.0,0.0,default,16,1,1,0.0,168.3,A,persuasive
L6903-1,6903,2025-02-18T00:00:00,2025-02-18 07:33:36.860224,2025-02-18 12:05:53.345186,2025-03-04,2025-03-04T12:05:53.345186,171.9,0.0,0.0,0.0,repaid,0,0,0,171.9,0.0,A,control
L6905-1,6905,2025-03-31T00:00:00,2025-03-31 08:05:55.637124,2025-03-31 15:24:17.674607,2025-04-14,2025-04-14T15:24:17.674607,219.16,0.0,0.0,0.0,repaid,0,0,0,219.16,0.0,A,control
L6906-1,6906,2025-05-20T00:00:00,2025-05-20 11:01:50.764815,2025-05-20 18:47:58.864660,2025-06-03,2025-06-03T18:47:58.864660,111.19,0.0,0.0,0.0,repaid,0,0,1,111.19,0.0,A,control
L6906-2,6906,2025-07-25T00:00:00,2025-07-25 01:51:28.206699,2025-07-25 06:38:37.005883,2025-08-08,,74.49,0.0,0.0,0.0,default,22,1,1,0.0,67.66,A,control
L6906-3,6906,2025-05-22T00:00:00,,,,,134.85,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,control
L6906-4,6906,2025-05-30T00:00:00,,,,,120.42,0.0,0.0,0.0,requested,0,0,0,0.0,0.0,A,control
L6909-1,6909,2025-06-20T00:00:00,2025-06-20 13:26:37.783830,2025-06-20 16:21:19.202245,2025-07-04,,161.46,2.16,0.0,0.0,default,21,1,1,0.0,152.14,B,control
L6909-2,6909,2025-07-02T00:00:00,,,,,40.0,0.65,0.0,0.0,requested,0,0,1,0.0,0.0,B,control
L6909-3,6909,2025-05-27T00:00:00,2025-05-27 00:51:33.625999,2025-05-27 07:23:26.987918,2025-06-10,2025-06-13T07:23:26.987918,80.47,0.82,0.0,0.0,repaid,3,0,0,80.47,0.0,B,control
L6910-1,6910,2025-04-26T00:00:00,2025-04-26 17:51:39.410430,2025-04-26 18:00:53.342440,2025-05-10,2025-05-13T18:00:53.342440,119.51,0.0,0.0,0.0,repaid,3,0,0,119.51,0.0,A,persuasive
L6911-1,6911,2025-07-15T00:00:00,2025-07-15 07:47:10.813019,2025-07-15 20:12:28.344382,2025-07-29,2025-07-29T20:12:28.344382,171.4,0.0,0.0,0.0,repaid,0,0,0,171.4,0.0,A,control
L6912-1,6912,2025-04-02T00:00:00,2025-04-02 12:46:21.714397,2025-04-02 21:49:15.668479,2025-04-16,2025-04-16T21:49:15.668479,78.39,0.0,0.0,0.0,repaid,0,0,1,78.39,0.0,A,control
L6912-2,6912,2025-04-20T00:00:00,2025-04-20 01:07:21.528234,2025-04-20 09:10:29.377431,2025-05-04,,69.98,0.0,0.0,0.0,default,26,1,0,0.0,57.79,A,control
L6915-1,6915,2025-07-23T00:00:00,2025-07-23 02:08:40.217724,2025-07-23 03:56:16.677229,2025-08-06,2025-08-10T03:56:16.677229,212.92,2.4,0.0,2.99,repaid,4,0,1,212.92,0.0,B,control
L6915-2,6915,2025-07-28T00:00:00,2025-07-28 03:53:57.095943,2025-07-28 08:57:53.533685,2025-08-11,2025-08-14T08:57:53.533685,166.65,2.07,0.0,1.99,repaid,3,0,1,166.65,0.0,B,control
L6916-1,6916,2025-02-20T00:00:00,2025-02-20 03:01:43.595299,2025-02-20 03:54:27.592522,2025-03-06,2025-03-07T03:54:27.592522,171.68,0.0,0.0,0.0,repaid,1,0,1,171.68,0.0,A,control
L6918-1,6918,2025-01-06T00:00:00,,,,,122.35,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,control
L6920-1,6920,2025-06-17T00:00:00,,,,,157.83,1.68,0.0,1.99,requested,0,0,0,0.0,0.0,B,persuasive
L6921-1,6921,2025-06-14T00:00:00,,,,,145.35,2.17,0.0,0.0,requested,0,0,0,0.0,0.0,B,social_proof
L6922-1,6922,2025-04-25T00:00:00,2025-04-26 16:28:13.480956,2025-04-26 17:58:46.458296,2025-05-10,2025-05-11T17:58:46.458296,192.4,0.0,1.0,0.0,repaid,1,0,0,192.4,0.0,A,persuasive
L6922-2,6922,2025-05-22T00:00:00,2025-05-22 02:13:49.547819,2025-05-22 02:49:49.526265,2025-06-05,2025-06-08T02:49:49.526265,201.35,0.0,0.0,0.0,repaid,3,0,1,201.35,0.0,A,persuasive
L6923-1,6923,2025-06-07T00:00:00,2025-06-07 01:23:10.722579,2025-06-07 11:38:01.403445,2025-06-21,2025-06-21T11:38:01.403445,89.36,0.0,0.0,0.0,repaid,0,0,1,89.36,0.0,A,social_proof
L6923-2,6923,2025-06-12T00:00:00,,,,,207.75,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,social_proof
L6926-1,6926,2025-02-10T00:00:00,2025-02-10 00:41:56.607760,2025-02-10 00:48:03.932958,2025-02-24,2025-02-27T00:48:03.932958,312.54,0.0,1.0,0.0,repaid,3,0,1,312.54,0.0,A,control
L6927-1,6927,2025-06-19T00:00:00,,,,,85.76,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,persuasive
L6928-1,6928,2025-05-06T00:00:00,2025-05-06 19:59:03.050235,2025-05-06 21:40:05.680132,2025-05-20,2025-05-20T21:40:05.680132,40.0,0.25,0.0,0.0,repaid,0,0,1,40.0,0.0,B,social_proof
L6930-1,6930,2025-07-12T00:00:00,,,,,117.08,0.0,0.0,0.0,requested,0,0,0,0.0,0.0,A,persuasive
L6930-3,6930,2025-07-18T00:00:00,,,,,158.61,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,persuasive
L6932-1,6932,2025-02-01T00:00:00,2025-02-02 10:42:21.131931,2025-02-02 13:15:35.080872,2025-02-16,2025-02-16T13:15:35.080872,93.51,0.0,0.0,0.0,repaid,0,0,0,93.51,0.0,A,control
L6933-1,6933,2025-04-28T00:00:00,2025-04-29 04:38:26.397902,2025-04-29 18:48:33.840631,2025-05-13,2025-05-13T18:48:33.840631,112.6,0.0,2.0,0.0,repaid,0,0,1,112.6,0.0,A,control
L6933-2,6933,2025-05-24T00:00:00,,,,,167.58,0.0,0.0,0.0,requested,0,0,0,0.0,0.0,A,control
L6933-3,6933,2025-05-25T00:00:00,2025-05-25 07:52:34.086250,2025-05-25 20:45:02.167362,2025-06-08,2025-06-08T20:45:02.167362,68.18,0.0,0.0,0.0,repaid,0,0,1,68.18,0.0,A,control
L6934-1,6934,2025-02-19T00:00:00,2025-02-19 00:27:42.626865,2025-02-19 20:34:27.999003,2025-03-05,2025-03-07T20:34:27.999003,207.39,0.0,0.0,0.0,repaid,2,0,1,207.39,0.0,A,control
L6935-1,6935,2025-06-05T00:00:00,,,,,123.06,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,control
L6935-2,6935,2025-06-12T00:00:00,2025-06-13 02:45:11.760578,2025-06-13 07:04:47.339699,2025-06-27,2025-06-29T07:04:47.339699,136.16,0.0,0.0,0.0,repaid,2,0,0,136.16,0.0,A,control
L6936-1,6936,2025-04-29T00:00:00,2025-04-29 09:27:35.102995,2025-04-29 20:12:22.585253,2025-05-13,2025-05-13T20:12:22.585253,131.65,0.0,0.0,0.0,repaid,0,0,1,131.65,0.0,A,social_proof
L6936-2,6936,2025-05-07T00:00:00,,,,,101.81,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,social_proof
L6938-1,6938,2025-04-24T00:00:00,2025-04-24 00:46:07.652562,2025-04-24 03:44:01.815643,2025-05-08,2025-05-10T03:44:01.815643,106.46,1.37,0.0,0.0,repaid,2,0,1,106.46,0.0,B,social_proof
L6938-2,6938,2025-06-14T00:00:00,2025-06-14 00:26:11.398112,2025-06-14 06:30:41.225136,2025-06-28,2025-07-03T06:30:41.225136,175.15,2.05,0.0,0.0,repaid,5,0,1,175.15,0.0,B,social_proof
L6939-1,6939,2025-02-09T00:00:00,2025-02-09 17:00:34.939788,2025-02-09 23:06:44.996015,2025-02-23,2025-02-26T23:06:44.996015,131.83,0.0,0.0,0.0,repaid,3,0,1,131.83,0.0,A,control
L6940-1,6940,2025-07-12T00:00:00,2025-07-12 15:06:51.111270,2025-07-12 17:03:12.384545,2025-07-26,,99.44,0.0,0.0,0.0,default,20,1,1,0.0,60.45,A,social_proof
L6944-1,6944,2025-06-10T00:00:00,,,,,74.77,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,control
L6945-1,6945,2025-04-06T00:00:00,2025-04-06 03:28:50.048285,2025-04-06 04:24:51.103039,2025-04-20,,214.8,0.0,5.0,0.0,default,21,1,1,0.0,160.84,A,control
L6947-1,6947,2025-04-25T00:00:00,2025-04-26 08:00:57.052042,2025-04-26 14:55:57.583470,2025-05-10,2025-05-13T14:55:57.583470,136.15,0.0,0.0,0.0,repaid,3,0,1,136.15,0.0,A,social_proof
L6947-2,6947,2025-04-18T00:00:00,,,,,73.82,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,social_proof
L6948-1,6948,2025-03-20T00:00:00,,,,,180.73,0.0,0.0,0.0,requested,0,0,0,0.0,0.0,A,control
L6948-2,6948,2025-04-25T00:00:00,,,,,200.51,0.0,0.0,0.0,requested,0,0,0,0.0,0.0,A,control
L6950-1,6950,2025-04-05T00:00:00,2025-04-05 06:48:20.445876,2025-04-05 11:09:52.515706,2025-04-19,2025-04-19T11:09:52.515706,138.22,0.0,0.0,0.0,repaid,0,0,1,138.22,0.0,A,control
L6950-2,6950,2025-05-21T00:00:00,,,,,197.46,0.0,0.0,0.0,requested,0,0,0,0.0,0.0,A,control
L6951-1,6951,2025-06-04T00:00:00,2025-06-04 13:58:56.157284,2025-06-05 03:44:49.275702,2025-06-19,,239.03,0.0,0.0,0.0,default,27,1,1,0.0,167.06,A,control
L6951-2,6951,2025-06-15T00:00:00,2025-06-16 00:40:10.254432,2025-06-16 11:48:14.179810,2025-06-30,2025-07-04T11:48:14.179810,202.31,0.0,0.0,0.0,repaid,4,0,1,202.31,0.0,A,control
L6952-1,6952,2025-02-22T00:00:00,2025-02-22 01:07:55.954795,2025-02-22 12:37:50.949385,2025-03-08,2025-03-08T12:37:50.949385,195.97,0.0,0.0,0.0,repaid,0,0,0,195.97,0.0,A,control
L6953-1,6953,2025-03-20T00:00:00,2025-03-21 21:51:15.164559,2025-03-21 23:12:35.262320,2025-04-04,2025-04-05T23:12:35.262320,188.1,0.0,0.0,0.0,repaid,1,0,1,188.1,0.0,A,control
L6953-2,6953,2025-04-07T00:00:00,2025-04-07 11:04:04.686156,2025-04-07 13:28:03.821480,2025-04-21,2025-04-25T13:28:03.821480,100.43,0.0,0.0,0.0,repaid,4,0,1,100.43,0.0,A,control
L6953-3,6953,2025-06-22T00:00:00,2025-06-22 09:45:21.428679,2025-06-22 13:36:00.359052,2025-07-06,,89.68,0.0,0.0,0.0,default,23,1,1,0.0,71.86,A,control
L6953-4,6953,2025-05-13T00:00:00,,,,,161.28,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,control
L6954-1,6954,2025-05-01T00:00:00,,,,,136.13,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,social_proof
L6955-1,6955,2025-02-15T00:00:00,,,,,67.6,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,control
L6955-2,6955,2025-03-04T00:00:00,,,,,95.43,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,control
L6955-3,6955,2025-02-03T00:00:00,2025-02-03 10:26:20.230106,2025-02-03 16:39:58.933057,2025-02-17,2025-02-19T16:39:58.933057,167.95,0.0,0.0,0.0,repaid,2,0,1,167.95,0.0,A,control
L6957-1,6957,2025-04-13T00:00:00,2025-04-13 04:40:55.630722,2025-04-13 12:00:45.448456,2025-04-27,2025-04-27T12:00:45.448456,87.34,0.0,0.0,0.0,repaid,0,0,0,87.34,0.0,A,control
L6957-2,6957,2025-04-06T00:00:00,2025-04-06 00:14:35.617869,2025-04-06 01:45:20.484620,2025-04-20,2025-04-21T01:45:20.484620,128.6,0.0,0.0,0.0,repaid,1,0,0,128.6,0.0,A,control
L6957-3,6957,2025-06-03T00:00:00,,,,,145.79,0.0,0.0,0.0,requested,0,0,0,0.0,0.0,A,control
L6957-4,6957,2025-05-22T00:00:00,2025-05-22 04:39:22.700859,2025-05-22 04:40:58.575021,2025-06-05,,40.0,0.0,0.0,0.0,default,14,1,1,0.0,26.68,A,control
L6958-1,6958,2025-07-29T00:00:00,2025-07-29 02:55:48.191297,2025-07-29 05:29:45.273295,2025-08-12,2025-08-15T05:29:45.273295,118.37,0.0,0.0,0.0,repaid,3,0,1,118.37,0.0,A,control
L6959-1,6959,2025-01-31T00:00:00,,,,,224.51,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,control
L6959-2,6959,2025-02-24T00:00:00,,,,,99.53,0.0,0.0,0.0,requested,0,0,0,0.0,0.0,A,control
L6962-1,6962,2025-02-26T00:00:00,2025-02-26 01:31:51.614072,2025-02-26 07:14:43.121817,2025-03-12,2025-03-14T07:14:43.121817,121.68,0.0,0.0,0.0,repaid,2,0,0,121.68,0.0,A,control
L6963-1,6963,2025-06-10T00:00:00,2025-06-10 13:57:55.479226,2025-06-10 18:42:45.093292,2025-06-24,2025-06-24T18:42:45.093292,106.44,1.36,0.0,0.0,repaid,0,0,1,106.44,0.0,B,control
L6963-2,6963,2025-06-17T00:00:00,2025-06-17 09:55:38.112582,2025-06-18 14:02:08.231800,2025-07-02,,102.71,1.54,0.0,1.99,default,24,1,0,0.0,80.5,B,control
L6967-1,6967,2025-07-07T00:00:00,,,,,130.62,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,persuasive
L6968-1,6968,2025-05-05T00:00:00,,,,,164.45,2.18,0.0,2.99,requested,0,0,0,0.0,0.0,B,control
L6969-1,6969,2025-04-14T00:00:00,2025-04-14 06:17:03.889245,2025-04-15 05:20:57.211553,2025-04-29,2025-04-29T05:20:57.211553,53.63,0.0,5.0,0.0,repaid,0,0,0,53.63,0.0,A,control
L6969-2,6969,2025-07-17T00:00:00,,,,,261.13,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,control
L6970-1,6970,2025-03-27T00:00:00,2025-03-27 04:25:55.777939,2025-03-27 07:45:01.967311,2025-04-10,2025-04-14T07:45:01.967311,303.7,3.49,0.0,1.99,repaid,4,0,1,303.7,0.0,B,control
L6972-1,6972,2025-02-27T00:00:00,,,,,239.96,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,control
L6973-1,6973,2025-07-27T00:00:00,,,,,205.66,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,persuasive
L6974-1,6974,2025-04-11T00:00:00,2025-04-11 12:31:04.368457,2025-04-11 12:57:47.083787,2025-04-25,2025-04-25T12:57:47.083787,188.03,0.0,0.0,0.0,repaid,0,0,0,188.03,0.0,A,control
L6975-1,6975,2025-06-28T00:00:00,2025-06-28 10:38:25.188268,2025-06-28 16:17:47.752679,2025-07-12,2025-07-12T16:17:47.752679,232.37,2.73,0.0,2.99,repaid,0,0,0,232.37,0.0,B,persuasive
L6975-2,6975,2025-07-12T00:00:00,2025-07-13 07:05:16.393129,2025-07-13 18:58:48.035041,2025-07-27,2025-07-30T18:58:48.035041,81.74,1.27,0.0,2.99,repaid,3,0,1,81.74,0.0,B,persuasive
L6976-1,6976,2025-04-05T00:00:00,,,,,167.3,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,control
L6976-2,6976,2025-03-25T00:00:00,2025-03-25 07:16:58.770846,2025-03-25 15:20:14.312848,2025-04-08,,206.28,0.0,0.0,0.0,default,16,1,0,0.0,141.13,A,control
L6979-1,6979,2025-06-02T00:00:00,2025-06-02 03:09:33.195788,2025-06-03 00:42:36.720898,2025-06-17,2025-06-18T00:42:36.720898,115.98,1.6,0.0,2.99,repaid,1,0,0,115.98,0.0,B,social_proof
L6979-2,6979,2025-07-07T00:00:00,2025-07-07 02:08:46.698466,2025-07-07 04:21:58.820730,2025-07-21,,193.82,2.53,3.0,0.0,default,20,1,1,0.0,127.08,B,social_proof
L6980-1,6980,2025-02-25T00:00:00,2025-02-25 07:52:23.242857,2025-02-26 00:17:08.962801,2025-03-12,2025-03-15T00:17:08.962801,163.01,0.0,2.0,0.0,repaid,3,0,1,163.01,0.0,A,control
L6980-2,6980,2025-03-11T00:00:00,2025-03-11 22:38:25.531248,2025-03-12 03:58:33.072500,2025-03-26,,182.77,0.0,0.0,0.0,default,16,1,0,0.0,124.96,A,control
L6982-1,6982,2025-04-02T00:00:00,,,,,173.34,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,control
L6982-2,6982,2025-04-14T00:00:00,2025-04-14 11:16:08.409298,2025-04-15 17:27:02.420557,2025-04-29,2025-04-29T17:27:02.420557,168.33,0.0,2.0,0.0,repaid,0,0,1,168.33,0.0,A,control
L6985-1,6985,2025-01-09T00:00:00,2025-01-09 02:44:04.616951,2025-01-09 17:49:56.057316,2025-01-23,2025-01-23T17:49:56.057316,83.26,0.0,0.0,0.0,repaid,0,0,0,83.26,0.0,A,control
L6985-2,6985,2025-02-07T00:00:00,,,,,117.02,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,control
L6985-3,6985,2025-02-26T00:00:00,2025-02-27 07:09:15.855682,2025-02-27 11:24:23.219823,2025-03-13,2025-03-16T11:24:23.219823,162.99,0.0,0.0,0.0,repaid,3,0,0,162.99,0.0,A,control
L6986-1,6986,2025-06-23T00:00:00,2025-06-23 18:59:45.984549,2025-06-25 09:36:50.140391,2025-07-09,2025-07-09T09:36:50.140391,249.33,2.62,0.0,1.99,repaid,0,0,1,249.33,0.0,B,persuasive
L6988-1,6988,2025-05-25T00:00:00,2025-05-25 01:16:56.677883,2025-05-25 09:57:18.787851,2025-06-08,2025-06-10T09:57:18.787851,207.55,2.31,0.0,2.99,repaid,2,0,1,207.55,0.0,B,social_proof
L6988-2,6988,2025-06-18T00:00:00,2025-06-19 10:45:00.559130,2025-06-19 14:43:47.633365,2025-07-03,,40.0,0.6,0.0,0.0,default,30,1,1,0.0,31.7,B,social_proof
L6988-3,6988,2025-06-23T00:00:00,2025-06-23 08:16:50.159160,2025-06-23 10:03:09.861709,2025-07-07,2025-07-07T10:03:09.861709,70.91,1.06,0.0,0.0,repaid,0,0,1,70.91,0.0,B,social_proof
L6989-1,6989,2025-04-22T00:00:00,2025-04-23 03:21:11.468822,2025-04-23 13:30:52.141441,2025-05-07,2025-05-11T13:30:52.141441,41.4,0.0,0.0,0.0,repaid,4,0,0,41.4,0.0,A,control
L6989-2,6989,2025-05-24T00:00:00,2025-05-24 01:44:11.786425,2025-05-24 05:42:44.712526,2025-06-07,2025-06-10T05:42:44.712526,77.99,0.0,0.0,0.0,repaid,3,0,0,77.99,0.0,A,control
L6992-1,6992,2025-03-27T00:00:00,2025-03-28 03:28:18.550871,2025-03-28 04:35:18.930166,2025-04-11,2025-04-12T04:35:18.930166,111.77,0.0,0.0,0.0,repaid,1,0,1,111.77,0.0,A,control
L6992-2,6992,2025-04-28T00:00:00,,,,,175.43,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,control
L6993-1,6993,2025-05-18T00:00:00,2025-05-18 09:27:11.852273,2025-05-19 08:40:11.183159,2025-06-02,2025-06-02T08:40:11.183159,96.28,0.0,0.0,0.0,repaid,0,0,1,96.28,0.0,A,control
L6993-2,6993,2025-06-25T00:00:00,2025-06-25 04:41:36.213625,2025-06-25 13:50:19.839545,2025-07-09,2025-07-09T13:50:19.839545,105.59,0.0,0.0,0.0,repaid,0,0,1,105.59,0.0,A,control
L6994-1,6994,2025-04-12T00:00:00,2025-04-12 13:28:25.271674,2025-04-13 02:41:06.132170,2025-04-27,,154.97,2.01,0.0,1.99,default,14,1,1,0.0,146.97,B,control
L6996-1,6996,2025-02-28T00:00:00,2025-03-01 02:47:35.251301,2025-03-01 08:55:29.707169,2025-03-15,2025-03-16T08:55:29.707169,106.79,0.0,0.0,0.0,repaid,1,0,1,106.79,0.0,A,control
L6996-2,6996,2025-04-13T00:00:00,2025-04-13 05:58:38.250411,2025-04-13 07:41:09.832364,2025-04-27,,311.67,0.0,0.0,0.0,default,24,1,0,0.0,215.67,A,control
L6997-1,6997,2025-01-29T00:00:00,2025-01-29 02:55:26.642696,2025-01-29 09:33:43.819452,2025-02-12,2025-02-19T09:33:43.819452,118.27,0.0,0.0,0.0,repaid,7,0,0,118.27,0.0,A,control
L6997-2,6997,2025-04-25T00:00:00,2025-04-25 06:06:13.560456,2025-04-25 06:34:24.936369,2025-05-09,2025-05-09T06:34:24.936369,199.33,0.0,0.0,0.0,repaid,0,0,1,199.33,0.0,A,control
L6997-3,6997,2025-03-17T00:00:00,,,,,136.15,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,control
L6997-4,6997,2025-03-03T00:00:00,,,,,102.57,0.0,0.0,0.0,requested,0,0,0,0.0,0.0,A,control
L7000-1,7000,2025-07-19T00:00:00,2025-07-19 03:37:53.883799,2025-07-19 06:08:02.221868,2025-08-02,,246.98,0.0,0.0,0.0,default,12,1,1,0.0,152.84,A,social_proof
L7001-1,7001,2025-04-29T00:00:00,2025-04-29 17:47:09.454885,2025-04-29 19:20:22.798885,2025-05-13,,139.98,0.0,0.0,0.0,default,24,1,1,0.0,127.81,A,social_proof
L7001-2,7001,2025-06-27T00:00:00,2025-06-27 01:42:01.630680,2025-06-27 19:23:09.960037,2025-07-11,,113.77,0.0,0.0,0.0,default,22,1,1,0.0,81.78,A,social_proof
L7002-1,7002,2025-05-03T00:00:00,2025-05-03 12:51:38.720638,2025-05-03 23:01:21.071201,2025-05-17,,272.14,3.0,0.0,1.99,default,17,1,0,0.0,213.16,B,persuasive
L7002-2,7002,2025-06-22T00:00:00,2025-06-24 18:07:18.023627,2025-06-24 19:47:06.637407,2025-07-08,2025-07-11T19:47:06.637407,180.69,1.88,0.0,2.99,repaid,3,0,1,180.69,0.0,B,persuasive
L7002-3,7002,2025-06-02T00:00:00,,,,,113.74,1.6,0.0,2.99,requested,0,0,0,0.0,0.0,B,persuasive
L7003-1,7003,2025-04-14T00:00:00,,,,,185.58,0.0,0.0,0.0,requested,0,0,0,0.0,0.0,A,control
L7004-1,7004,2025-06-19T00:00:00,,,,,171.63,1.95,0.0,1.99,requested,0,0,0,0.0,0.0,B,persuasive
L7005-1,7005,2025-07-28T00:00:00,2025-07-28 12:49:32.352667,2025-07-28 22:58:34.215421,2025-08-11,2025-08-14T22:58:34.215421,170.92,0.0,5.0,0.0,repaid,3,0,1,170.92,0.0,A,control
L7005-2,7005,2025-07-02T00:00:00,2025-07-02 05:29:54.681049,2025-07-02 21:04:55.707503,2025-07-16,2025-07-17T21:04:55.707503,40.0,0.0,0.0,0.0,repaid,1,0,0,40.0,0.0,A,control
L7008-1,7008,2025-05-25T00:00:00,,,,,156.48,2.06,0.0,0.0,requested,0,0,1,0.0,0.0,B,social_proof
L7008-2,7008,2025-06-24T00:00:00,2025-06-24 19:04:58.710953,2025-06-24 21:48:20.423740,2025-07-08,2025-07-12T21:48:20.423740,193.53,2.52,0.0,1.99,repaid,4,0,0,193.53,0.0,B,social_proof
L7008-3,7008,2025-07-08T00:00:00,2025-07-08 12:40:38.395848,2025-07-08 21:45:16.521890,2025-07-22,2025-07-24T21:45:16.521890,100.89,1.28,0.0,2.99,repaid,2,0,0,100.89,0.0,B,social_proof
L7009-1,7009,2025-04-25T00:00:00,2025-04-25 03:36:33.500329,2025-04-25 03:36:55.534464,2025-05-09,2025-05-10T03:36:55.534464,250.48,3.08,0.0,0.0,repaid,1,0,1,250.48,0.0,B,control
L7009-2,7009,2025-04-10T00:00:00,2025-04-10 01:09:06.859897,2025-04-10 15:54:47.932354,2025-04-24,2025-04-24T15:54:47.932354,198.87,2.18,0.0,2.99,repaid,0,0,1,198.87,0.0,B,control
L7009-3,7009,2025-04-24T00:00:00,2025-04-24 00:50:34.453315,2025-04-24 05:01:34.915835,2025-05-08,2025-05-08T05:01:34.915835,63.53,0.92,0.0,1.99,repaid,0,0,1,63.53,0.0,B,control
L7010-1,7010,2025-03-07T00:00:00,,,,,128.24,0.0,0.0,0.0,requested,0,0,0,0.0,0.0,A,control
L7011-1,7011,2025-04-22T00:00:00,2025-04-23 01:34:06.862589,2025-04-23 06:43:54.644097,2025-05-07,,84.59,1.43,0.0,0.0,default,22,1,1,0.0,59.03,B,persuasive
L7011-2,7011,2025-05-25T00:00:00,2025-05-25 08:05:09.566015,2025-05-25 16:21:06.896269,2025-06-08,2025-06-08T16:21:06.896269,120.63,1.92,0.0,0.0,repaid,0,0,0,120.63,0.0,B,persuasive
L7011-3,7011,2025-07-26T00:00:00,2025-07-27 13:51:58.762301,2025-07-27 19:15:13.411912,2025-08-10,2025-08-11T19:15:13.411912,99.94,1.49,2.0,1.99,repaid,1,0,1,99.94,0.0,B,persuasive
L7012-1,7012,2025-01-12T00:00:00,2025-01-12 14:25:29.216816,2025-01-12 16:13:52.669782,2025-01-26,2025-01-26T16:13:52.669782,153.62,0.0,0.0,0.0,repaid,0,0,0,153.62,0.0,A,control
L7013-1,7013,2025-07-27T00:00:00,2025-07-27 11:46:30.000312,2025-07-27 16:57:22.606098,2025-08-10,,137.97,0.0,0.0,0.0,default,19,1,1,0.0,102.96,A,persuasive
L7016-1,7016,2025-06-17T00:00:00,2025-06-17 00:23:37.120392,2025-06-17 02:38:24.920698,2025-07-01,2025-07-01T02:38:24.920698,40.0,0.98,0.0,2.99,repaid,0,0,1,40.0,0.0,B,social_proof
L7016-2,7016,2025-06-02T00:00:00,2025-06-02 14:08:15.416813,2025-06-02 17:12:53.865214,2025-06-16,2025-06-16T17:12:53.865214,303.13,3.31,0.0,2.99,repaid,0,0,1,303.13,0.0,B,social_proof
L7016-3,7016,2025-06-17T00:00:00,2025-06-17 04:56:16.615684,2025-06-17 07:30:57.929082,2025-07-01,2025-07-01T07:30:57.929082,97.77,1.69,0.0,2.99,repaid,0,0,1,97.77,0.0,B,social_proof
